nombre,tipo_evento,mes_celebracion,dia_inicio,dia_fin,descripcion,recomendaciones_viaje,municipio_pcode
Feria Titular de Monjas,Feria Patronal,7,7,10,"Feria titular y celebración anual del municipio de Monjas, departamento de Jalapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2106
Feria Titular de Mataquescuintla,Feria Patronal,4,16,19,"Feria titular y celebración anual del municipio de Mataquescuintla, departamento de Jalapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2107
Feria Titular de El Progreso,Feria Patronal,12,12,15,"Feria titular y celebración anual del municipio de El Progreso, departamento de Jutiapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2202
Feria Patronal de Santa Catarina Mita (En honor a Santa Catarina de Alejandría),Feria Patronal,11,22,25,"Feria patronal del municipio de Santa Catarina Mita, celebrada en honor a su santo patrono Santa Catarina de Alejandría. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Jutiapa.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT2203
Feria Titular de Agua Blanca,Feria Patronal,12,12,15,"Feria titular y celebración anual del municipio de Agua Blanca, departamento de Jutiapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2204
Feria Patronal de Asunción Mita (En honor a Virgen de la Asunción),Feria Patronal,8,12,15,"Feria patronal del municipio de Asunción Mita, celebrada en honor a su santo patrono Virgen de la Asunción. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Jutiapa.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT2205
Feria Titular de Yupiltepeque,Feria Patronal,1,13,16,"Feria titular y celebración anual del municipio de Yupiltepeque, departamento de Jutiapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2206
Feria Titular de Atescatempa,Feria Patronal,12,12,15,"Feria titular y celebración anual del municipio de Atescatempa, departamento de Jutiapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2207
Feria Titular de Jerez,Feria Patronal,6,6,9,"Feria titular y celebración anual del municipio de Jerez, departamento de Jutiapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2208
Feria Titular de El Adelanto,Feria Patronal,12,12,15,"Feria titular y celebración anual del municipio de El Adelanto, departamento de Jutiapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2209
Feria Titular de Zapotitlán,Feria Patronal,11,11,14,"Feria titular y celebración anual del municipio de Zapotitlán, departamento de Jutiapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2210
Feria Titular de Comapa,Feria Patronal,7,7,10,"Feria titular y celebración anual del municipio de Comapa, departamento de Jutiapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2211
Feria Titular de Jalpatagua,Feria Patronal,11,11,14,"Feria titular y celebración anual del municipio de Jalpatagua, departamento de Jutiapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2212
Feria Titular de Conguaco,Feria Patronal,9,9,12,"Feria titular y celebración anual del municipio de Conguaco, departamento de Jutiapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2213
Feria Titular de Moyuta,Feria Patronal,7,7,10,"Feria titular y celebración anual del municipio de Moyuta, departamento de Jutiapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2214
Feria Titular de Pasaco,Feria Patronal,7,7,10,"Feria titular y celebración anual del municipio de Pasaco, departamento de Jutiapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2215
Feria Patronal de San José Acatempa (En honor a San José Patriarca),Feria Patronal,3,16,19,"Feria patronal del municipio de San José Acatempa, celebrada en honor a su santo patrono San José Patriarca. Se caracteriza por coloridas procesiones, desfiles hípicos, danzas folclóricas y venta de platos típicos de Jutiapa.",Ideal para presenciar las tradiciones religiosas del municipio. Disfrutar de los bailes de moros y cristianos en el atrio parroquial.,GT2216
Feria Titular de Quesada,Feria Patronal,8,8,11,"Feria titular y celebración anual del municipio de Quesada, departamento de Jutiapa. Se organizan eventos culturales, deportivos, coronación de reinas locales y la tradicional quema de fuegos artificiales.","Visitar el parque municipal y degustar las comidas tradicionales de la feria como elotes locos, tostadas y atol local.",GT2217
